date,close,support,resistance,atr14,buffer,support_hit_h1,support_d2h_h1,resist_hit_h1,resist_d2h_h1,support_hit_h3,support_d2h_h3,resist_hit_h3,resist_d2h_h3,support_hit_h5,support_d2h_h5,resist_hit_h5,resist_d2h_h5
1970-01-01 00:00:00.000000733,10760.51,9165.0,12330.7,619.9047257368112,21.52102,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000734,10142.57,9165.0,12330.7,643.2065310413246,20.28514,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000735,10099.88,9165.0,12330.7,631.54892168123,20.199759999999998,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000736,10389.55,9165.0,12330.7,616.8104272754279,20.7791,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000737,10134.35,9165.0,12330.7,610.5682538986116,20.268700000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000738,10142.69,9165.0,12330.7,597.3869500487108,20.28538,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000739,10372.25,9165.0,12330.7,588.0071679023742,20.744500000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000740,10185.05,9165.0,12330.7,570.2923701950618,20.370099999999997,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000741,9721.0,9395.0,12330.7,579.4136294668431,19.442,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000742,9498.44,9402.0,12330.7,566.8840845049257,18.99688,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000743,9584.54,9320.0,12330.7,551.0773641831453,19.16908,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000744,9587.47,9320.0,12330.7,530.5546953129207,19.17494,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000745,9724.98,9320.0,12330.7,514.800788504855,19.44996,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000746,10340.0,9320.0,12330.7,530.7078750402225,20.68,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000747,10615.28,9320.0,12330.7,528.5858839659209,21.23056,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000748,10567.02,9320.0,12330.7,521.4804636826409,21.134040000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000749,10564.49,9320.0,12330.7,516.374716276738,21.12898,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000750,10298.73,9320.0,12141.17,533.4815222569711,20.597459999999998,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000751,10455.88,9320.0,12060.0,514.620699238616,20.911759999999997,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000752,10381.18,9320.0,12045.68,505.32636357871485,20.76236,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000753,10303.12,9320.0,11985.0,498.6244804659495,20.606240000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000754,10098.15,9320.0,11600.0,493.86487471838166,20.1963,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000755,10158.33,9320.0,11577.89,488.08881223849727,20.31666,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000756,10415.01,9320.0,11456.16,482.42603993574744,20.83002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000757,10342.06,9320.0,10949.96,468.3956085117655,20.68412,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000758,10335.02,9320.0,10949.96,449.0573507609251,20.67004,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000759,10302.01,9320.0,10949.96,424.68539713514474,20.604020000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000760,10251.31,9320.0,10949.96,414.13644019692015,20.50262,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000761,10187.82,9320.0,10949.96,395.05455161142584,20.37564,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000762,10156.99,9320.0,10949.96,378.12351221060976,20.31398,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000763,10244.29,9320.0,10949.96,399.1146899098519,20.488580000000002,0,,0,,0,,0,,1,5.0,0,
1970-01-01 00:00:00.000000764,10168.59,9320.0,10905.87,386.2929263448625,20.33718,0,,0,,0,,0,,1,4.0,0,
1970-01-01 00:00:00.000000765,9986.39,9320.0,10905.87,378.4648601773724,19.97278,0,,0,,1,3.0,0,,1,3.0,0,
1970-01-01 00:00:00.000000766,10028.87,9320.0,10905.87,368.21951302184584,20.057740000000003,0,,0,,1,2.0,0,,1,2.0,0,
1970-01-01 00:00:00.000000767,9702.25,9320.0,10905.87,372.93383352028536,19.4045,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000768,8493.14,9320.0,10905.87,488.7949882688364,16.98628,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000769,8430.05,7800.0,10905.87,490.62106053534814,16.8601,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000770,8063.73,7800.0,10905.87,506.7188419256804,16.12746,0,,0,,0,,0,,1,4.0,0,
1970-01-01 00:00:00.000000771,8177.91,7750.0,10905.87,500.0139246452747,16.35582,0,,0,,1,3.0,0,,1,3.0,0,
1970-01-01 00:00:00.000000772,8198.81,7750.0,10905.87,486.7207871706122,16.39762,0,,0,,1,2.0,0,,1,2.0,0,
1970-01-01 00:00:00.000000773,8043.82,7750.0,10905.87,476.178588086997,16.08764,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000774,8289.34,7750.0,10905.87,486.9701175093544,16.578680000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000775,8292.44,7710.0,10905.87,475.54010911582907,16.584880000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000776,8359.94,7710.0,10905.87,457.479387036127,16.71988,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000777,8223.96,7710.0,10905.87,448.5880022478322,16.44792,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000778,8137.13,7710.0,10905.87,432.7895735158442,16.27426,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000779,8126.19,7710.0,10905.87,414.0496039789982,16.25238,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000780,7854.25,7710.0,10905.87,410.82248940906976,15.7085,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000781,8190.09,7710.0,10592.5,419.90088302270766,16.38018,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000782,8168.39,7710.0,10592.5,406.78296280679996,16.33678,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000783,8560.74,7710.0,10480.0,417.3698940348857,17.12148,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000784,8558.03,7710.0,10448.81,403.94918731810816,17.11606,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000785,8258.5,7710.0,10448.81,415.6049596525291,16.517,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000786,8300.09,7710.0,10448.81,396.6331768202056,16.60018,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000787,8275.01,7710.0,10439.0,389.1143784759053,16.55002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000788,8348.2,7710.0,10419.99,374.59549429905496,16.6964,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000789,8159.29,7710.0,10360.0,370.1958161348368,16.31858,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000790,7991.74,7710.0,10355.0,362.6218292680627,15.98348,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000791,8070.58,7710.0,10325.0,350.71241289177254,16.14116,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000792,7947.01,7710.0,10325.0,347.0179548280745,15.894020000000001,0,,0,,0,,0,,1,5.0,0,
1970-01-01 00:00:00.000000793,7948.01,7710.0,10325.0,338.7438151974978,15.89602,0,,0,,0,,0,,1,4.0,0,
1970-01-01 00:00:00.000000794,8223.35,7710.0,10281.0,345.04782839767654,16.4467,0,,0,,1,3.0,0,,1,3.0,0,
1970-01-01 00:00:00.000000795,8197.27,7710.0,10176.7,334.04226922641396,16.394540000000003,0,,0,,1,2.0,0,,1,2.0,1,5.0
1970-01-01 00:00:00.000000796,8020.0,7710.0,10089.0,331.46710713881293,16.04,1,1.0,0,,1,1.0,0,,1,1.0,1,4.0
1970-01-01 00:00:00.000000797,7466.62,7710.0,10049.99,361.19017091461205,14.93324,0,,0,,1,2.0,1,3.0,1,2.0,1,3.0
1970-01-01 00:00:00.000000798,7412.41,7300.0,9794.99,347.2258729921398,14.82482,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000799,8655.02,7300.0,8779.51,425.13831063555835,17.31004,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000800,9230.0,7300.0,8799.0,530.4584313044471,18.46,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000801,9529.93,7300.0,10370.0,544.0428290684151,19.05986,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000802,9205.14,7300.0,10370.0,558.1897698492427,18.41028,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000803,9407.62,7300.0,10370.0,552.4619291457253,18.815240000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000804,9154.72,7300.0,10370.0,542.2025056353164,18.30944,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000805,9140.85,7300.0,10370.0,538.6166123756509,18.2817,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000806,9231.61,7300.0,10370.0,517.9297114916759,18.463220000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000807,9289.52,7300.0,10370.0,494.3297320994134,18.579040000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000808,9194.71,7300.0,10370.0,480.1940369494553,18.389419999999998,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000809,9393.35,7300.0,10370.0,474.31160573878,18.7867,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000810,9308.66,7300.0,10370.0,460.37434818601,18.61732,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000811,9339.05,7300.0,10370.0,441.1261804584379,18.6781,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000812,9216.2,7300.0,10370.0,429.1885961399781,18.4324,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000813,8773.73,7300.0,10370.0,438.8894107014082,17.54746,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000814,8809.41,7300.0,10370.0,418.62016707987914,17.61882,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000815,9039.47,7300.0,10370.0,417.0894408598878,18.07894,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000816,8733.27,7300.0,10370.0,419.70019508418153,17.466540000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000817,8821.94,7300.0,10370.0,412.60732400674,17.643880000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000818,8777.12,7300.0,10370.0,393.3489437205443,17.554240000000004,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000819,8646.68,7300.0,10370.0,380.7811620262197,17.29336,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000820,8471.73,7300.0,10370.0,381.43965045291833,16.943459999999998,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000821,8491.02,7300.0,10370.0,364.40824684913844,16.98204,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000822,8502.4,7300.0,10370.0,358.6876577884857,17.0048,0,,0,,0,,0,,1,5.0,0,
1970-01-01 00:00:00.000000823,8187.17,7300.0,10370.0,364.7471108035939,16.37434,0,,0,,0,,0,,1,4.0,0,
1970-01-01 00:00:00.000000824,8133.64,7300.0,10370.0,354.09588860333713,16.26728,0,,0,,1,3.0,0,,1,3.0,0,
1970-01-01 00:00:00.000000825,8098.01,7300.0,10370.0,344.9383251316703,16.19602,0,,0,,1,2.0,0,,1,2.0,0,
1970-01-01 00:00:00.000000826,7627.74,7300.0,10370.0,365.6377304794081,15.25548,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000827,7268.23,7300.0,10370.0,408.09217830230756,14.53646,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000828,7311.57,6790.0,10370.0,397.83345128071414,14.62314,0,,0,,1,2.0,0,,1,2.0,0,
1970-01-01 00:00:00.000000829,6903.28,6790.0,10370.0,402.9446333320917,13.80656,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000830,7109.57,6790.0,10370.0,435.78358809408513,14.21914,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000831,7156.14,6515.0,9902.1,427.6933318016505,14.312280000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000832,7508.52,6515.0,9902.1,455.35809381581834,15.017040000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000833,7419.49,6515.0,9550.0,443.0468014004027,14.83898,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000834,7739.68,6515.0,9513.68,446.23631558608827,15.479360000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000835,7541.89,6515.0,9513.68,440.71943590136766,15.08378,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000836,7390.89,6515.0,9513.68,432.9459047655557,14.781780000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000837,7294.28,6515.0,9513.68,421.2683401394446,14.58856,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000838,7292.71,6515.0,9513.68,402.5098872723414,14.585420000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000839,7194.32,6515.0,9513.68,422.54489532431705,14.38864,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000840,7389.0,6515.0,9454.95,416.2916885154373,14.778,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000841,7527.47,6515.0,9440.91,406.9158536214775,15.05494,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000842,7488.21,6515.0,9375.0,388.52614979137195,14.976420000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000843,7510.11,6515.0,9261.0,374.2842819491311,15.02022,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000844,7338.64,6515.0,9147.19,374.4782618099075,14.677280000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000845,7224.13,6515.0,9147.19,365.6226716806284,14.448260000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000846,7210.0,6515.0,9072.32,350.2096237034407,14.42,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000847,7198.08,6515.0,8888.0,340.5303648674806,14.39616,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000848,7258.48,6515.0,8844.99,324.656053091232,14.51696,0,,0,,0,,0,,1,5.0,0,
1970-01-01 00:00:00.000000849,7064.05,6515.0,8800.0,320.02133501328694,14.1281,0,,0,,0,,0,,1,4.0,0,
1970-01-01 00:00:00.000000850,7118.59,6515.0,8790.0,310.87338251233786,14.23718,0,,0,,1,3.0,0,,1,3.0,0,
1970-01-01 00:00:00.000000851,6891.72,6515.0,8635.0,311.09671233288515,13.78344,0,,0,,1,2.0,0,,1,2.0,0,
1970-01-01 00:00:00.000000852,6623.82,6515.0,8635.0,316.1762328805362,13.24764,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000853,7277.83,6515.0,8503.52,365.37793053192644,14.55566,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000854,7150.3,6435.0,8264.29,363.68593549393165,14.300600000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000855,7187.83,6435.0,8264.29,347.74408295865084,14.37566,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000856,7132.75,6435.0,8134.73,329.0180770330329,14.265500000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000857,7501.44,6435.0,7850.0,333.807500102102,15.00288,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000858,7317.09,6435.0,7850.0,340.6455358090947,14.63418,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000859,7255.77,6435.0,7850.0,336.28799753701657,14.511540000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000860,7204.63,6435.0,7850.0,322.4752834272297,14.40926,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000861,7202.0,6435.0,7850.0,319.2899060395705,14.404,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000862,7254.74,6435.0,7850.0,310.72919846531545,14.50948,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000863,7316.14,6435.0,7850.0,297.55854143207864,14.632280000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000864,7388.24,6435.0,7850.0,293.4793599012159,14.77648,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000865,7246.0,6435.0,7810.0,285.9622627654148,14.492,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000866,7195.23,6435.0,7750.0,278.0356725678851,14.39046,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000867,7200.85,6435.0,7750.0,263.8795530987505,14.401700000000002,0,,0,,0,,0,,0,,1,5.0
1970-01-01 00:00:00.000000868,6965.71,6435.0,7750.0,265.58529930598263,13.931420000000001,0,,0,,0,,0,,0,,1,4.0
1970-01-01 00:00:00.000000869,7344.96,6435.0,7750.0,284.75492078412674,14.68992,0,,0,,0,,1,3.0,0,,1,3.0
1970-01-01 00:00:00.000000870,7354.11,6435.0,7695.38,273.82885501383197,14.708219999999999,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000871,7358.75,6435.0,7695.38,266.9125082271297,14.717500000000001,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000872,7758.0,6435.0,7695.38,279.8887576394776,15.516,0,,0,,0,,0,,0,,1,4.0
1970-01-01 00:00:00.000000873,8145.28,6435.0,7795.34,294.4659892366578,16.29056,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000874,8055.98,6435.0,8207.68,315.2184185768965,16.11196,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000875,7817.76,6435.0,8455.0,314.5585315356896,15.635520000000001,0,,0,,0,,0,,0,,1,5.0
1970-01-01 00:00:00.000000876,8197.02,6435.0,8455.0,329.7329221402832,16.39404,0,,0,,0,,0,,0,,1,4.0
1970-01-01 00:00:00.000000877,8020.01,6435.0,8455.0,326.4077134159773,16.040020000000002,0,,0,,0,,1,3.0,0,,1,3.0
1970-01-01 00:00:00.000000878,8184.98,6435.0,8455.0,320.02144817197893,16.36996,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000879,8110.34,6435.0,8455.0,307.170630445409,16.22068,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000880,8810.01,6435.0,8455.0,340.5484425564512,17.62002,0,,0,,0,,0,,0,,1,5.0
1970-01-01 00:00:00.000000881,8821.41,6435.0,8880.0,341.40069665956185,17.64282,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000882,8720.01,6435.0,8916.48,336.5727897553074,17.44002,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000883,8913.28,6435.0,8916.48,338.90401905849967,17.82656,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000884,8915.96,6871.04,9041.65,327.732303411464,17.83192,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000885,8701.7,6871.04,9041.65,356.67856745350224,17.4034,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000886,8642.35,6871.04,9198.98,347.32366977825205,17.2847,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000887,8736.03,6871.04,9198.98,344.0148362226626,17.472060000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000888,8682.36,6871.04,9198.98,335.7280622067581,17.364720000000002,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000889,8404.52,6871.04,9198.98,339.27748633484686,16.80904,0,,0,,0,,0,,0,,1,5.0
1970-01-01 00:00:00.000000890,8439.0,6871.04,9198.98,335.7590944537864,16.878,0,,0,,0,,0,,0,,1,4.0
1970-01-01 00:00:00.000000891,8340.58,6871.04,9198.98,325.802016278516,16.68116,0,,0,,0,,1,3.0,0,,1,3.0
1970-01-01 00:00:00.000000892,8615.0,6871.04,9198.98,325.70687225862196,17.23,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000893,8907.57,6871.04,9198.98,335.65638138300613,17.81514,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000894,9374.21,6871.04,9198.98,350.0809255699343,18.74842,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000895,9301.53,6871.04,9400.0,341.73514517208184,18.603060000000003,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000896,9513.21,6871.04,9449.24,344.0083490883617,19.026419999999998,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000897,9352.89,6871.04,9578.0,342.3084670106215,18.70578,0,,0,,0,,1,3.0,0,,1,3.0
1970-01-01 00:00:00.000000898,9384.61,6871.04,9578.0,330.96714793843427,18.76922,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000899,9331.51,6871.04,9578.0,332.8287802285462,18.66302,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000900,9292.24,7272.21,9578.0,336.5402959265072,18.58448,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000901,9197.02,7318.0,9618.79,330.8581319317567,18.39404,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000902,9612.04,7346.76,9618.79,347.7418367937742,19.22408,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000903,9772.0,7672.0,9744.45,346.9188484513617,19.544,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000904,9813.73,7672.0,9862.57,333.21035927626446,19.62746,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000905,9895.05,7672.0,9885.0,328.90176218510265,19.7901,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000906,10151.75,7672.0,9940.0,325.78377917188106,20.3035,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000907,9851.83,7960.0,10166.0,333.3706520881753,19.70366,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000908,10223.08,7960.0,10188.0,354.1006055104485,20.44616,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000909,10326.46,8055.89,10323.59,345.0162765454165,20.652919999999998,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000910,10229.63,8105.54,10450.0,350.37225679217244,20.45926,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000911,10344.36,8238.0,10500.0,344.6449527355886,20.68872,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000912,9904.72,8238.0,10500.0,361.027456111618,19.80944,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000913,9917.27,8238.0,10500.0,364.6597806750738,19.83454,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000914,9706.0,8238.0,10500.0,375.1476534839971,19.412,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000915,10164.71,8238.0,10500.0,396.49353537799726,20.32942,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000916,9593.79,8238.0,10500.0,432.4582828509975,19.18758,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000917,9596.42,8238.0,10500.0,422.92554836164055,19.19284,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000918,9677.05,8238.0,10500.0,407.3808663358092,19.3541,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000919,9650.86,8238.0,10500.0,388.93580445467995,19.301720000000003,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000920,9936.4,8238.0,10500.0,385.7975327079171,19.872799999999998,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000921,9656.13,8254.9,10500.0,395.1291375144945,19.31226,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000922,9315.84,8293.66,10500.0,397.26277054917347,18.63168,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000923,8785.25,8535.0,10500.0,422.01614408137544,17.5705,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000924,8823.21,8633.63,10500.0,423.3557052184201,17.64642,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000925,8692.91,8531.0,10500.0,425.616011988533,17.38582,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000926,8523.61,8445.0,10500.0,414.24701113220925,17.047220000000003,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000927,8531.88,8445.0,10500.0,408.87222462276577,17.06376,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000928,8915.24,8411.0,10500.0,413.0777800068539,17.83048,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000929,8760.07,8411.0,10500.0,402.76151000636435,17.52014,0,,0,,0,,0,,1,5.0,0,
1970-01-01 00:00:00.000000930,8750.87,8411.0,10500.0,387.44211643448125,17.50174,0,,0,,0,,0,,1,4.0,0,
1970-01-01 00:00:00.000000931,9054.68,8411.0,10500.0,389.2591081177325,18.109360000000002,0,,0,,1,3.0,0,,1,3.0,0,
1970-01-01 00:00:00.000000932,9131.88,8411.0,10500.0,374.6334575378945,18.263759999999998,0,,0,,1,2.0,0,,1,2.0,0,
1970-01-01 00:00:00.000000933,8886.66,8411.0,10500.0,373.08821057090205,17.773320000000002,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000934,8033.31,8411.0,10500.0,409.77905267298047,16.06662,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000935,7929.87,8000.0,10500.0,419.6019774820533,15.85974,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000936,7894.56,7632.01,10500.0,419.70112194762095,15.78912,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000937,7934.52,7632.01,10500.0,417.5796132370766,15.869040000000002,1,1.0,0,,1,1.0,0,,1,1.0,0,
1970-01-01 00:00:00.000000938,4800.0,7590.0,10500.0,641.7646408629997,9.6,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000939,5578.6,4410.0,10500.0,751.1293093727854,11.157200000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000940,5172.06,3782.13,10500.0,739.2907872747294,10.34412,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000941,5361.3,3782.13,10381.56,746.9771596122487,10.7226,0,,0,,0,,0,,0,,0,
