date,close,support,resistance,atr14,buffer,support_hit_h1,support_d2h_h1,resist_hit_h1,resist_d2h_h1,support_hit_h3,support_d2h_h3,resist_hit_h3,resist_d2h_h3,support_hit_h5,support_d2h_h5,resist_hit_h5,resist_d2h_h5
1970-01-01 00:00:00.000000051,4423.0,2817.0,4788.59,279.0604801937461,8.846,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000052,4640.0,2817.0,4735.39,275.91330303704996,9.28,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000053,4786.95,2817.0,4658.0,280.48949567726066,9.5739,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000054,4783.06,2817.0,4889.98,280.4123888431706,9.566120000000002,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000055,4821.43,2817.0,4960.0,272.640789640087,9.64286,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000056,5430.0,2817.0,4960.0,298.1543046657951,10.86,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000057,5649.98,2817.0,5439.99,310.16685433252405,11.299959999999999,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000058,5869.99,2817.0,5846.17,310.86850759448663,11.73998,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000059,5709.99,2817.0,5900.0,325.970042766309,11.41998,0,,0,,0,,0,,0,,1,5.0
1970-01-01 00:00:00.000000060,5760.02,3470.66,5922.3,317.23789685442983,11.520040000000002,0,,0,,0,,0,,0,,1,4.0
1970-01-01 00:00:00.000000061,5595.0,3499.02,5922.3,313.60304707911337,11.19,0,,0,,0,,1,3.0,0,,1,3.0
1970-01-01 00:00:00.000000062,5512.06,3505.55,5922.3,331.0635437163196,11.024120000000002,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000063,5683.9,3505.55,5922.3,323.11186202229675,11.367799999999999,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000064,6010.01,3505.55,5922.3,336.4610147349898,12.02002,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000065,6024.97,3505.55,6110.0,335.35451368249056,12.049940000000001,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000066,5950.02,3505.55,6171.0,335.6841912765984,11.90004,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000067,5915.93,3542.91,6171.0,344.4903204711271,11.83186,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000068,5477.03,3622.76,6171.0,353.8124404374752,10.95406,0,,0,,0,,0,,0,,1,5.0
1970-01-01 00:00:00.000000069,5689.99,3653.69,6171.0,358.39583754908415,11.37998,0,,0,,0,,0,,0,,1,4.0
1970-01-01 00:00:00.000000070,5861.77,3850.05,6171.0,353.50970629557816,11.723540000000002,0,,0,,0,,1,3.0,0,,1,3.0
1970-01-01 00:00:00.000000071,5768.83,3872.81,6171.0,351.88472727446543,11.53766,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000072,5719.64,3952.01,6171.0,342.4636753262894,11.43928,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000073,6169.98,3952.01,6171.0,356.70698423155443,12.33996,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000074,6120.5,4110.0,6189.88,346.84791392930055,12.241,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000075,6463.0,4110.0,6248.68,350.50234864863626,12.926,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000076,6753.98,4110.0,6498.01,356.6557523165908,13.507959999999999,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000077,7019.98,4110.0,6774.67,375.10177000826286,14.039959999999999,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000078,7115.04,4110.0,7300.0,378.5473578648155,14.230080000000001,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000079,7357.09,4110.0,7346.34,392.9361180173287,14.71418,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000080,7345.01,4292.0,7480.99,387.0999667303766,14.69002,0,,0,,0,,1,3.0,0,,1,3.0
1970-01-01 00:00:00.000000081,6960.12,4312.56,7590.25,394.80711196392116,13.92024,0,,0,,0,,1,2.0,0,,1,2.0
1970-01-01 00:00:00.000000082,7064.04,4425.0,7590.25,387.85588968078395,14.12808,0,,1,1.0,0,,1,1.0,0,,1,1.0
1970-01-01 00:00:00.000000083,7303.0,4550.0,7590.25,440.081897560728,14.606,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000084,7079.99,4680.59,7770.02,435.5760477349617,14.15998,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000085,6506.98,4710.0,7770.02,477.670615753893,13.013959999999999,0,,0,,0,,0,,0,,0,
1970-01-01 00:00:00.000000086,6245.05,4810.16,7770.02,493.40700034290063,12.4901,0,,0,,0,,0,,0,,1,5.0
1970-01-01 00:00:00.000000087,5811.03,5037.95,7770.02,551.3772146041221,11.62206,0,,0,,0,,0,,0,,1,4.0
